site,census,code,genus,species,n10g,r10g,f10g,l10g,u10g,n50g,r50g,f50g,l50g,u50g,n100g,r100g,f100g,l100g, 
Pasoh,1995-2000,pa3,Eugenia,pachyphylla,14,1.728,1.627,1.214,2.151,1,3.593,0.984,0.543,1.676,2,1,0.635,0.338,1.234
Pasoh,1995-2000,pa3,Eugenia,polita,266,1.264,1.284,1.157,1.431,103,0.681,0.699,0.586,0.819,75,0.327,0.345,0.275,0.433
Pasoh,1995-2000,pa3,Eugenia,polyantha,4,1.872,1.595,1.106,2.247,1,0.193,0.755,0.419,1.354,1,0.175,0.514,0.256,1.082
Pasoh,1995-2000,pa3,Eugenia,prainiana,93,1.818,1.759,1.513,2.06,28,1.267,1.133,0.846,1.571,42,0.715,0.686,0.515,0.922
Pasoh,1995-2000,pa3,Eugenia,pseudocrenulata,89,1.721,1.691,1.437,1.996,25,0.562,0.639,0.458,0.866,10,0.578,0.58,0.354,0.939
Pasoh,1995-2000,pa3,Eugenia,pseudosubtilis,111,1.755,1.717,1.477,1.997,43,1.258,1.178,0.886,1.499,91,0.687,0.677,0.547,0.824
Pasoh,1995-2000,pa3,Eugenia,pustulata,354,1.406,1.415,1.289,1.535,78,0.854,0.861,0.697,1.043,39,0.417,0.439,0.322,0.596
Pasoh,1995-2000,pa3,Eugenia,ridleyi,182,1.675,1.664,1.478,1.873,61,0.982,0.97,0.77,1.234,59,0.742,0.716,0.549,0.921
Pasoh,1995-2000,pa3,Eugenia,rugosa,11,1.875,1.659,1.229,2.289,2,1.493,0.957,0.539,1.668,3,0.363,0.505,0.276,0.952
Pasoh,1995-2000,pa3,Eugenia,scortechinii,615,1.244,1.257,1.176,1.344,104,0.653,0.673,0.565,0.801,5,1.109,0.76,0.409,1.311
Pasoh,1995-2000,pa3,Eugenia,spicata,3,0.557,1.375,0.957,1.941,0,NA,NA,NA,NA,2,0.125,0.425,0.226,0.773
Pasoh,1995-2000,pa3,Eugenia,subdecussata,112,1.818,1.779,1.523,2.062,49,1.211,1.141,0.888,1.462,52,0.546,0.55,0.417,0.717
Pasoh,1995-2000,pa3,Eugenia,syzygioides,121,1.608,1.6,1.388,1.853,72,0.777,0.785,0.64,0.981,6,0.518,0.559,0.306,1.002
Pasoh,1995-2000,pa3,Eugenia,tumida,96,1.532,1.531,1.314,1.781,28,1.907,1.553,1.16,2.091,30,0.646,0.637,0.442,0.89
Pasoh,1995-2000,pa3,Eugenia,valdevenosa,13,1.383,1.483,1.095,1.983,4,0.557,0.769,0.46,1.224,4,1.261,0.763,0.416,1.383
Pasoh,1995-2000,pa3,Eugenia,variolosa,380,1.54,1.54,1.411,1.681,21,0.927,0.901,0.654,1.256,6,0.391,0.488,0.28,0.817
Pasoh,1995-2000,pa3,Eugenia,virens,58,2.064,1.903,1.593,2.339,11,1.516,1.157,0.769,1.728,9,0.899,0.723,0.435,1.231
Pasoh,1995-2000,pa3,Euodia,glabra,78,2.617,2.343,1.97,2.803,20,2.072,1.543,1.128,2.194,17,2.378,1.514,0.992,2.331
Pasoh,1995-2000,pa3,Euodia,roxburghiana,14,1.806,1.65,1.217,2.182,3,2.574,1.101,0.643,1.882,4,1.228,0.739,0.428,1.368
Pasoh,1995-2000,pa3,Euonymus,javanicus,17,2.927,2.075,1.559,2.742,2,1,0.89,0.518,1.57,1,0.288,0.551,0.269,1.064
Pasoh,1995-2000,pa3,Eurycoma,longifolia,475,1.278,1.286,1.195,1.388,250,0.561,0.571,0.513,0.64,17,0.343,0.398,0.266,0.608
Pasoh,1995-2000,pa3,Fagraea,racemosa,63,1.668,1.64,1.362,2.002,15,0.672,0.749,0.506,1.089,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Fahrenheitia,pendula,28,1.834,1.715,1.343,2.25,23,0.85,0.853,0.606,1.182,35,0.442,0.468,0.328,0.647
Pasoh,1995-2000,pa3,Ficus,chartacea,26,1.879,1.719,1.344,2.196,1,0.166,0.765,0.428,1.322,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,fistulosa,1,3.218,1.581,1.101,2.31,1,0.844,0.861,0.48,1.449,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,fulva,1,7.066,1.664,1.185,2.355,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,glandulifera,24,3.071,2.224,1.712,2.931,7,4.18,1.665,1.008,2.648,1,0.842,0.606,0.296,1.205
Pasoh,1995-2000,pa3,Ficus,grossularioides,1,0.392,1.454,0.992,2.083,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,lamponga,1,2.605,1.59,1.071,2.292,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,obscura,3,3.501,1.74,1.2,2.445,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,schwarzii,3,2.745,1.642,1.169,2.358,1,2.896,0.952,0.536,1.672,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,scortechinii,15,1.991,1.72,1.293,2.289,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,sinuata,6,2.231,1.691,1.207,2.368,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ficus,variegata,4,1.932,1.602,1.152,2.3,1,0.689,0.845,0.475,1.454,3,0.23,0.448,0.242,0.831
Pasoh,1995-2000,pa3,Ficus,vasculosa,6,1.613,1.569,1.093,2.148,0,NA,NA,NA,NA,1,0.301,0.542,0.275,1.116
Pasoh,1995-2000,pa3,Flacourtia,rukum,106,1.267,1.315,1.134,1.515,20,0.928,0.9,0.633,1.265,1,0.34,0.534,0.265,1.15
Pasoh,1995-2000,pa3,Gaertnera,oblanceolata,290,1.538,1.544,1.401,1.693,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Galearia,fulva,856,1.231,1.238,1.168,1.31,11,0.823,0.846,0.545,1.293,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Galearia,maingayi,4,0.761,1.403,1.002,1.973,1,8.418,1.046,0.599,1.868,1,1.082,0.61,0.311,1.255
Pasoh,1995-2000,pa3,Ganua,motleyana,1,0.474,1.479,1.059,2.112,2,0.27,0.721,0.412,1.268,2,0.162,0.443,0.23,0.823
Pasoh,1995-2000,pa3,Garcinia,atroviridis,10,1.985,1.687,1.227,2.269,1,5.311,1.027,0.566,1.817,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Garcinia,bancana,69,1.507,1.519,1.265,1.821,21,1.047,0.982,0.716,1.373,21,1.218,0.993,0.676,1.444
Pasoh,1995-2000,pa3,Garcinia,eugeniaefolia,620,1.305,1.31,1.225,1.399,51,0.587,0.628,0.489,0.792,3,1.042,0.67,0.341,1.284
Pasoh,1995-2000,pa3,Garcinia,forbesii,53,1.859,1.77,1.476,2.189,11,0.895,0.88,0.57,1.339,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Garcinia,griffithii,28,2.023,1.813,1.411,2.297,2,0.703,0.826,0.478,1.426,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Garcinia,malaccensis,660,1.405,1.41,1.321,1.505,143,0.643,0.656,0.555,0.767,29,0.51,0.527,0.369,0.751
Pasoh,1995-2000,pa3,Garcinia,nervosa,427,1.135,1.152,1.062,1.251,68,0.698,0.716,0.586,0.879,23,0.499,0.518,0.361,0.759
Pasoh,1995-2000,pa3,Garcinia,nigrolineata,364,1.984,1.959,1.793,2.14,47,0.949,0.936,0.728,1.222,6,0.889,0.705,0.403,1.277
Pasoh,1995-2000,pa3,Garcinia,parvifolia,339,1.805,1.789,1.634,1.958,51,1.585,1.428,1.131,1.806,54,0.957,0.906,0.696,1.18
Pasoh,1995-2000,pa3,Garcinia,pyrifera,0,NA,NA,NA,NA,1,0.573,0.824,0.469,1.5,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Garcinia,rostrata,53,1.273,1.348,1.115,1.618,15,0.955,0.917,0.629,1.312,11,0.65,0.62,0.367,1.028
Pasoh,1995-2000,pa3,Garcinia,scortechinii,234,1.367,1.38,1.24,1.535,29,0.529,0.598,0.453,0.812,26,0.457,0.482,0.34,0.686
Pasoh,1995-2000,pa3,Gardenia,tubifera,38,1.759,1.687,1.357,2.076,12,1.08,0.987,0.654,1.464,8,0.911,0.718,0.427,1.184
Pasoh,1995-2000,pa3,Gardeniopsis,longifolia,2,1.627,1.56,1.077,2.246,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Gironniera,nervosa,285,1.818,1.794,1.629,1.971,148,1.039,1.024,0.881,1.193,174,0.647,0.643,0.556,0.747
Pasoh,1995-2000,pa3,Gironniera,parvifolia,1961,1.621,1.62,1.563,1.682,1169,0.634,0.635,0.599,0.67,175,0.377,0.383,0.327,0.448
Pasoh,1995-2000,pa3,Gironniera,subaequalis,302,1.331,1.342,1.225,1.471,143,0.74,0.747,0.642,0.861,114,0.453,0.461,0.376,0.556
Pasoh,1995-2000,pa3,Glochidion,hypoleucum,6,0.99,1.404,1.021,1.969,2,8.961,1.275,0.684,2.173,4,2.962,1.002,0.554,1.799
Pasoh,1995-2000,pa3,Glochidion,superbum,6,1.346,1.508,1.075,2.101,1,0.101,0.701,0.392,1.211,1,0.83,0.602,0.294,1.188
Pasoh,1995-2000,pa3,Glochidion,wallichianum,102,2.016,1.93,1.645,2.236,22,1.456,1.24,0.857,1.741,10,1.185,0.873,0.538,1.467
Pasoh,1995-2000,pa3,Gluta,malayana,532,1.406,1.407,1.305,1.514,91,0.882,0.882,0.726,1.053,50,0.541,0.547,0.418,0.722
Pasoh,1995-2000,pa3,Glycosmis,chlorosperma,442,1.345,1.353,1.251,1.465,69,0.681,0.701,0.56,0.878,1,0.57,0.578,0.281,1.141
Pasoh,1995-2000,pa3,Glycosmis,sapindoides,106,1.374,1.402,1.198,1.635,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Glyptopetalum,quadrangulare,236,1.346,1.359,1.233,1.515,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Gnetum,gnemon,529,1.518,1.52,1.414,1.631,2,0.679,0.827,0.502,1.499,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Gomphandra,capitellata,16,2.053,1.753,1.317,2.297,0,NA,NA,NA,NA,1,0.483,0.565,0.273,1.163
Pasoh,1995-2000,pa3,Gomphandra,quadrifida,192,1.51,1.512,1.337,1.69,1,0.109,0.718,0.402,1.262,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Gomphia,serrata,76,1.463,1.478,1.241,1.747,8,0.613,0.746,0.48,1.17,15,1.138,0.899,0.572,1.433
Pasoh,1995-2000,pa3,Goniothalamus,macrophyllus,67,1.741,1.697,1.426,2.025,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Goniothalamus,tortilipetalum,207,1.568,1.565,1.396,1.74,127,0.735,0.743,0.646,0.868,34,0.529,0.54,0.396,0.728
Pasoh,1995-2000,pa3,Gonocaryum,gracile,694,1.601,1.602,1.496,1.707,105,0.57,0.592,0.5,0.705,34,0.319,0.358,0.267,0.496
Pasoh,1995-2000,pa3,Gonystylus,maingayi,195,1.381,1.399,1.239,1.565,47,0.571,0.612,0.479,0.803,22,0.613,0.609,0.42,0.902
Pasoh,1995-2000,pa3,Gordonia,singaporeana,7,1.695,1.583,1.175,2.202,5,4.497,1.511,0.898,2.523,7,0.702,0.648,0.368,1.101
Pasoh,1995-2000,pa3,Grewia,antidesmaefolia,5,2.272,1.684,1.202,2.338,2,0.942,0.912,0.508,1.517,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Grewia,blattaefolia,428,2.035,2.011,1.858,2.185,134,1.384,1.342,1.144,1.578,117,1.053,1.015,0.842,1.23
Pasoh,1995-2000,pa3,Grewia,fibrocarpa,81,2.191,2.037,1.713,2.398,38,1.37,1.243,0.948,1.63,4,0.569,0.572,0.317,1.06
Pasoh,1995-2000,pa3,Grewia,laurifolia,76,1.985,1.88,1.595,2.228,30,0.945,0.923,0.698,1.221,21,1.223,1.003,0.685,1.461
Pasoh,1995-2000,pa3,Grewia,miqueliana,827,1.785,1.778,1.678,1.888,191,0.982,0.973,0.844,1.117,94,0.602,0.603,0.488,0.732
Pasoh,1995-2000,pa3,Gymnacranthera,eugeniifolia,18,1.11,1.342,0.988,1.758,6,1.251,0.975,0.619,1.603,17,0.562,0.564,0.366,0.861
Pasoh,1995-2000,pa3,Gymnacranthera,forbesii,694,1.404,1.408,1.321,1.497,282,0.627,0.633,0.568,0.711,107,0.369,0.379,0.311,0.463
Pasoh,1995-2000,pa3,Gynotroches,axillaris,158,1.835,1.805,1.579,2.037,38,1.049,1.008,0.768,1.325,26,0.584,0.578,0.402,0.825
Pasoh,1995-2000,pa3,Harmandia,kunstleri,20,2.869,2.086,1.606,2.764,10,0.843,0.852,0.557,1.294,7,0.356,0.457,0.274,0.778
Pasoh,1995-2000,pa3,Harpullia,cupanoides,1,4.86,1.615,1.109,2.315,0,NA,NA,NA,NA,1,2.462,0.692,0.336,1.358
Pasoh,1995-2000,pa3,Helicia,attenuata,68,1.359,1.407,1.184,1.669,19,0.641,0.712,0.501,1.003,9,0.407,0.482,0.285,0.78
Pasoh,1995-2000,pa3,Heliciopsis,velutina,225,1.234,1.254,1.125,1.401,63,0.636,0.663,0.536,0.842,32,0.514,0.532,0.377,0.74
Pasoh,1995-2000,pa3,Heritiera,elata,70,1.183,1.252,1.052,1.511,51,0.842,0.843,0.675,1.076,42,0.51,0.518,0.391,0.696
Pasoh,1995-2000,pa3,Heritiera,javanica,9,0.735,1.248,0.897,1.672,8,0.592,0.738,0.468,1.171,7,0.988,0.726,0.423,1.259
Pasoh,1995-2000,pa3,Heritiera,simplicifolia,172,1.555,1.555,1.383,1.772,105,0.803,0.801,0.671,0.965,101,0.442,0.449,0.374,0.552
Pasoh,1995-2000,pa3,Homalium,caryophyllaceum,10,1.276,1.466,1.063,1.963,2,0.334,0.738,0.416,1.258,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Homalium,dictyoneurum,348,1.288,1.303,1.191,1.418,56,0.815,0.82,0.655,1.038,62,0.333,0.354,0.276,0.452
Pasoh,1995-2000,pa3,Homalium,longifolium,309,1.289,1.304,1.194,1.432,108,0.741,0.751,0.629,0.894,93,0.494,0.505,0.406,0.622
Pasoh,1995-2000,pa3,Hopea,dryobalanoides,591,3.059,2.988,2.794,3.192,97,2.615,2.366,1.94,2.869,74,1.659,1.506,1.206,1.899
Pasoh,1995-2000,pa3,Hopea,mengerawan,178,2.411,2.313,2.042,2.607,82,1.842,1.691,1.405,2.064,66,1.251,1.15,0.9,1.461
Pasoh,1995-2000,pa3,Hopea,sangal,5,3.285,1.812,1.27,2.57,5,1.663,1.072,0.673,1.783,3,0.787,0.636,0.338,1.177
Pasoh,1995-2000,pa3,Horsfieldia,brachiata,111,1.347,1.379,1.182,1.609,64,0.743,0.752,0.607,0.932,61,0.644,0.631,0.491,0.83
Pasoh,1995-2000,pa3,Horsfieldia,crassifolia,4,1.374,1.521,1.058,2.152,3,0.503,0.764,0.458,1.271,33,0.33,0.373,0.262,0.51
Pasoh,1995-2000,pa3,Horsfieldia,flocculosa,6,0.769,1.328,0.982,1.887,1,2.517,0.945,0.553,1.701,9,0.201,0.331,0.197,0.55
Pasoh,1995-2000,pa3,Horsfieldia,fulva,50,1.473,1.49,1.207,1.795,14,0.591,0.692,0.469,1.028,23,0.314,0.365,0.253,0.526
Pasoh,1995-2000,pa3,Horsfieldia,polyspherula,97,1.422,1.444,1.234,1.676,53,0.776,0.789,0.614,1.003,55,0.45,0.463,0.354,0.604
Pasoh,1995-2000,pa3,Horsfieldia,poly._var._sumatrana,63,1.572,1.564,1.298,1.924,20,0.837,0.84,0.592,1.2,15,0.32,0.402,0.249,0.605
Pasoh,1995-2000,pa3,Horsfieldia,punctatifolia,21,1.293,1.407,1.088,1.829,7,0.906,0.875,0.565,1.396,2,0.912,0.635,0.32,1.245
Pasoh,1995-2000,pa3,Horsfieldia,sucosa,223,1.279,1.302,1.162,1.449,85,0.698,0.716,0.593,0.863,98,0.381,0.394,0.324,0.477
Pasoh,1995-2000,pa3,Horsfieldia,superba,108,1.185,1.246,1.071,1.456,35,0.667,0.709,0.531,0.948,57,0.465,0.481,0.377,0.62
Pasoh,1995-2000,pa3,Horsfieldia,tomentosa,18,1.217,1.391,1.062,1.819,4,0.766,0.833,0.513,1.397,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Horsfieldia,wallichii,8,0.913,1.35,0.997,1.852,3,0.484,0.772,0.448,1.303,16,0.323,0.394,0.254,0.598
Pasoh,1995-2000,pa3,Hunteria,zeylanica,85,1.682,1.66,1.392,1.956,26,0.884,0.87,0.629,1.194,13,0.389,0.451,0.281,0.702
Pasoh,1995-2000,pa3,Hypobathrum,racemosum,209,1.393,1.402,1.265,1.572,28,0.757,0.783,0.569,1.074,12,0.463,0.502,0.31,0.791
Pasoh,1995-2000,pa3,Hypobathrum,venulosum,152,1.417,1.433,1.258,1.621,12,1.307,1.08,0.713,1.612,6,0.76,0.655,0.368,1.117
Pasoh,1995-2000,pa3,Ilex,macrophylla,82,1.355,1.395,1.179,1.636,18,0.775,0.803,0.575,1.147,17,0.685,0.654,0.428,1.001
Pasoh,1995-2000,pa3,Intsia,palembanica,337,1.502,1.507,1.38,1.64,43,0.76,0.782,0.595,1.02,105,0.386,0.395,0.324,0.476
Pasoh,1995-2000,pa3,Irvingia,malayana,120,1.197,1.233,1.073,1.43,41,0.528,0.579,0.451,0.765,41,0.262,0.302,0.215,0.403
Pasoh,1995-2000,pa3,Ixonanthes,icosandra,1719,1.672,1.672,1.605,1.744,409,1.179,1.164,1.067,1.277,504,0.734,0.73,0.669,0.797
Pasoh,1995-2000,pa3,Ixonanthes,reticulata,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.649,0.774,0.382,1.515
Pasoh,1995-2000,pa3,Ixora,concinna,536,1.525,1.526,1.415,1.641,140,0.658,0.672,0.573,0.785,6,0.26,0.409,0.229,0.733
Pasoh,1995-2000,pa3,Ixora,congesta,560,1.508,1.51,1.406,1.627,2,1.558,0.953,0.513,1.675,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ixora,grandifolia_var._grandifolia,141,1.343,1.364,1.197,1.572,10,0.897,0.879,0.572,1.354,17,0.541,0.559,0.369,0.858
Pasoh,1995-2000,pa3,Ixora,grandifolia_var._lanceolata,181,1.543,1.553,1.368,1.756,2,0.949,0.865,0.495,1.472,1,0.974,0.61,0.324,1.305
Pasoh,1995-2000,pa3,Ixora,kingstonii,61,1.681,1.652,1.367,1.971,2,1.191,0.901,0.534,1.569,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ixora,lobbii,687,1.419,1.421,1.33,1.521,36,0.937,0.912,0.686,1.204,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ixora,nigricans,16,1.68,1.606,1.194,2.102,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Ixora,pendula,126,2.107,2.016,1.741,2.337,2,0.516,0.773,0.468,1.392,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Kibara,coriacea,13,1.279,1.428,1.069,1.964,1,1.311,0.89,0.507,1.543,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Kibatalia,maingayi,89,1.564,1.572,1.321,1.845,40,0.704,0.74,0.564,0.955,42,0.568,0.568,0.412,0.765
Pasoh,1995-2000,pa3,Kingstonia,nervosa,222,1.492,1.497,1.334,1.668,40,0.771,0.792,0.616,1.045,46,0.708,0.691,0.515,0.926
Pasoh,1995-2000,pa3,Knema,conferta,6,1.483,1.516,1.107,2.134,7,0.938,0.892,0.57,1.385,26,0.462,0.488,0.343,0.7
Pasoh,1995-2000,pa3,Knema,curtisii,110,1.446,1.466,1.268,1.7,59,0.692,0.715,0.574,0.888,3,0.418,0.53,0.271,1.007
Pasoh,1995-2000,pa3,Knema,furfuracea,1372,1.201,1.204,1.149,1.263,273,0.681,0.686,0.612,0.767,123,0.472,0.479,0.402,0.571
Pasoh,1995-2000,pa3,Knema,hookeriana,238,1.109,1.141,1.028,1.268,62,0.512,0.55,0.435,0.689,57,0.556,0.557,0.435,0.722
Pasoh,1995-2000,pa3,Knema,intermedia,17,1.574,1.556,1.167,2.07,5,0.647,0.789,0.48,1.304,4,0.957,0.686,0.368,1.279
Pasoh,1995-2000,pa3,Knema,kunstleri,51,1.429,1.458,1.203,1.812,28,0.729,0.764,0.551,1.032,17,0.377,0.435,0.276,0.651
Pasoh,1995-2000,pa3,Knema,laurina,3234,1.234,1.236,1.199,1.276,129,0.635,0.651,0.54,0.762,47,0.402,0.422,0.321,0.569
Pasoh,1995-2000,pa3,Knema,malayana,7,1.524,1.554,1.117,2.143,2,0.218,0.696,0.401,1.128,2,0.86,0.618,0.322,1.216
Pasoh,1995-2000,pa3,Knema,patentinervia,1258,1.491,1.49,1.423,1.568,266,0.724,0.729,0.643,0.819,109,0.467,0.476,0.385,0.569
Pasoh,1995-2000,pa3,Knema,pseudo-laurina,2,0.969,1.484,1.035,2.145,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Knema,scortechinii,598,1.341,1.347,1.261,1.443,150,0.696,0.706,0.613,0.813,93,0.503,0.508,0.409,0.623
Pasoh,1995-2000,pa3,Knema,stenophylla,139,1.259,1.293,1.135,1.482,34,0.71,0.745,0.552,0.963,13,0.639,0.618,0.392,1.015
Pasoh,1995-2000,pa3,Knema,sumatrana,3,1.529,1.555,1.089,2.237,1,1.055,0.885,0.518,1.519,1,0.773,0.596,0.298,1.21
Pasoh,1995-2000,pa3,Koilodepas,longifolium,150,1.611,1.598,1.393,1.82,24,0.805,0.818,0.595,1.128,23,0.463,0.488,0.341,0.706
Pasoh,1995-2000,pa3,Kokoona,reflexa,160,1.347,1.364,1.201,1.559,32,0.545,0.604,0.455,0.817,14,0.382,0.45,0.284,0.695
Pasoh,1995-2000,pa3,Koompassia,malaccensis,279,1.816,1.802,1.631,1.982,92,1.368,1.303,1.094,1.566,204,0.602,0.603,0.521,0.697
Pasoh,1995-2000,pa3,Lansium,domesticum,1076,1.239,1.245,1.183,1.309,104,0.757,0.769,0.648,0.909,90,0.395,0.406,0.324,0.498
Pasoh,1995-2000,pa3,Lasianthus,lowianus,72,1.646,1.618,1.35,1.921,2,0.737,0.845,0.496,1.48,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Lepisanthes,fruticosa,164,1.309,1.338,1.182,1.512,50,0.524,0.573,0.45,0.736,1,0.879,0.613,0.299,1.317
Pasoh,1995-2000,pa3,Lepisanthes,senegalensis,1329,1.434,1.436,1.372,1.507,188,0.616,0.626,0.55,0.717,42,0.504,0.519,0.392,0.684
Pasoh,1995-2000,pa3,Lepisanthes,tetraphylla,1687,1.331,1.334,1.283,1.386,8,1.201,1.004,0.647,1.555,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Lepisanthes,tetraphylla_var._hirta,7,1.178,1.449,1.072,1.959,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Leptonychia,glabra,96,1.863,1.796,1.556,2.102,0,NA,NA,NA,NA,1,1.714,0.657,0.324,1.386
Pasoh,1995-2000,pa3,Licania,splendens,79,1.4,1.418,1.196,1.678,25,0.783,0.814,0.583,1.121,46,0.709,0.689,0.526,0.924
Pasoh,1995-2000,pa3,Lindera,oxyphylla,1,1.962,1.561,1.053,2.249,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Lithocarpus,conocarpus,65,2.123,1.974,1.642,2.372,10,3.719,1.773,1.139,2.686,12,2.64,1.446,0.909,2.212
Pasoh,1995-2000,pa3,Lithocarpus,curtisii,903,1.731,1.725,1.634,1.821,253,1.221,1.207,1.076,1.351,199,0.551,0.551,0.475,0.642
Pasoh,1995-2000,pa3,Lithocarpus,cyclophorus,7,1.278,1.49,1.063,2.129,7,1.036,0.935,0.571,1.496,5,0.601,0.584,0.34,1.061
Pasoh,1995-2000,pa3,Lithocarpus,ewyckii,31,2.843,2.242,1.729,2.86,10,2.332,1.407,0.917,2.154,10,3.312,1.531,0.98,2.505
Pasoh,1995-2000,pa3,Lithocarpus,lucidus,22,1.676,1.602,1.232,2.083,2,4.227,1.108,0.653,1.911,7,1.784,0.977,0.585,1.661
Pasoh,1995-2000,pa3,Lithocarpus,rassa,290,2.047,2.003,1.827,2.204,85,2.03,1.857,1.541,2.235,66,1.864,1.659,1.286,2.13
Pasoh,1995-2000,pa3,Lithocarpus,wallichianus,171,2.514,2.388,2.095,2.687,42,2.136,1.791,1.376,2.343,28,1.566,1.251,0.882,1.78
Pasoh,1995-2000,pa3,Lithocarpus,wrayi,103,1.468,1.483,1.279,1.718,40,1.024,0.981,0.76,1.285,34,0.634,0.622,0.451,0.878
Pasoh,1995-2000,pa3,Litsea,castanea,83,1.709,1.677,1.436,1.996,15,0.793,0.821,0.545,1.181,31,1.038,0.922,0.641,1.288
Pasoh,1995-2000,pa3,Litsea,costalus,18,1.465,1.524,1.152,1.951,3,1.036,0.905,0.543,1.516,4,1.373,0.781,0.434,1.387
Pasoh,1995-2000,pa3,Litsea,elliptica,2,2.357,1.62,1.15,2.283,2,3.164,1.06,0.606,1.824,1,5.7,0.753,0.372,1.494
Pasoh,1995-2000,pa3,Litsea,erectinervia,1,2.537,1.585,1.096,2.278,1,0.181,0.757,0.436,1.359,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Litsea,ferruginea,62,1.695,1.671,1.388,2.003,11,1.489,1.158,0.79,1.723,19,0.553,0.569,0.371,0.822
Pasoh,1995-2000,pa3,Litsea,firma,1,1.708,1.536,1.088,2.206,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Litsea,grandis,2,0.685,1.435,1.002,2.017,3,1.964,1.061,0.612,1.804,1,1.197,0.642,0.321,1.3
Pasoh,1995-2000,pa3,Litsea,machilifolia,19,1.506,1.538,1.155,1.987,1,0.63,0.834,0.474,1.461,8,0.485,0.53,0.329,0.923
Pasoh,1995-2000,pa3,Litsea,magnifica,709,1.549,1.549,1.454,1.654,11,0.951,0.904,0.611,1.404,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Litsea,nidularis,10,1.574,1.554,1.12,2.118,2,0.968,0.879,0.513,1.49,2,1.082,0.669,0.34,1.249
Pasoh,1995-2000,pa3,Litsea,resinosa,16,2.228,1.809,1.376,2.396,3,0.561,0.776,0.464,1.319,6,1.31,0.837,0.476,1.443
Pasoh,1995-2000,pa3,Litsea,tomentosa,2,5.89,1.748,1.218,2.621,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Litsea,umbellata_v._fuscotomento,264,1.795,1.778,1.609,1.976,25,0.61,0.682,0.494,0.933,0,NA,NA,NA,NA
Pasoh,1995-2000,pa3,Litsea,wrayi,6,3.055,1.81,1.236,2.498,1,2.546,0.946,0.549,1.678,1,0.85,0.613,0.312,1.245
Pasoh,1995-2000,pa3,Lophopetalum,floribundum,72,1.769,1.717,1.438,2.044,22,0.981,0.943,0.672,1.326,31,0.479,0.495,0.355,0.687
Pasoh,1995-2000,pa3,Macaranga,conifera,21,6.239,3.128,2.385,4.083,13,5.855,2.551,1.704,3.727,8,2.424,1.181,0.714,1.95
